,company_name,patent_abstract,patent_assignee,patent_class,patent_number,patent_title,year_applied,year_granted
103,Medtronic,"In a device for the intermittent occlusion of the coronary sinus, including a catheter with several lumens, an occlusion device fixed to the catheter and operable through at least one lumen of the catheter, and at least one pressure measuring device for measuring the fluid pressure in the coronary sinus, the catheter additionally comprises support means for supporting the catheter on the inner wall of the coronary sinus, which support means are reversibly placeable in abutment on the inner wall of the coronary sinus by an operating element.</p> <endline> ",Miracor Medical Systems GmbH,None,08626316,Device for the intermittent occlusion of the coronary sinus,2009,2014
104,Medtronic,"An adapter slip configured to be seated in a fluid port, the adapter slip including a lumen, an exterior wall, a shoulder, and a sleeve. The lumen extending along a length of a longitudinal axis, the lumen configured to receive a temperature probe. The exterior wall including a proximal end portion and a distal end portion, wherein the proximal end portion includes a tapered portion tapered at an acute angle with respect to the longitudinal axis. The shoulder extending outward from the exterior wall distal to the tapered portion configured to engage with a distal end of the fluid port. The sleeve configured extend within the lumen and project a predetermined distance beyond the proximal end portion of the exterior wall, the sleeve including a sleeve lumen and a closed proximal end, the sleeve lumen configured to receive at least a temperature sensor of the temperature probe.</p> <endline> ","Medtronic, Inc.",None,08926175,"Multiple use temperature monitor adapter, system and method of using same",2011,2015
105,Medtronic,"An implantable medical device that includes a first elongated lead body having an outer surface and an opening along the outer surface, a sensor positioned along the lead body and configured to receive acoustic signals through the opening of the first lead body and generate an electrical signal representative of sounds produced at a targeted location along a patient's cardiovascular system. A therapy delivery module is capable of delivering a cardiac therapy via predetermined electrodes of a plurality of electrodes, and a processor is configured to detect a cardiac event in response to the sensed cardiac electrical signals, determine a plurality of time intervals between the electrical signals and acoustic signals, determine a correlation between the electrical signals and the acoustic signals, and control the therapy delivery module to deliver therapy in response to the determined correlation.</p> <endline> ","Medtronic, Inc.",None,08926523,Method and apparatus for cardiac function monitoring,2013,2015
106,Medtronic,"A method includes monitoring an indicator of fluid volume of a patient via a sensor device, and setting an initial fluid volume removal prescription for a blood fluid removal session based on the monitored indicator of fluid volume. The method may further include transmitting data regarding the indicator of fluid volume from the implantable sensor device to fluid removal device. In some embodiments, the fluid removal device sets or calculated the initial fluid volume removal prescription based on the data received from the implantable sensor. The indicator of fluid volume may be an indicator of tissue fluid volume or an indicator of blood fluid volume.</p> <endline> ","Medtronic, Inc.",None,08926542,Monitoring fluid volume for patients with renal disease,2012,2015
107,Medtronic,"A method for delivering particles to a target location of a subject includes slidably disposing a polymeric carrier in a lumen of a catheter. The lumen extends in the catheter from a proximal opening to a delivery region. The method further includes inserting the delivery region of the catheter in the target location of the subject and forcing the particles through the lumen of the catheter to cause the carrier and the particles to exit the delivery region of the catheter. The particles may be cells or drug-loaded microspheres. The carrier can serve to retain the particles in the target location for a period of time. For treatment of vertebral disc degeneration, the particles can be stem cells, the carrier can be formed from collagen, and the target location can be the nucleus pulposus.</p> <endline> ","Medtronic, Inc.",None,08926552,Particle delivery,2009,2015
108,Medtronic,"A steerable delivery catheter includes an outer sheath with a housing disposed at a distal end thereof to define a chamber for a medical device, the chamber having an open distal end and a proximal inner shelf. An inner shaft is slidably disposed within the sheath and has an abutment attached to the distal end of the shaft, the abutment being slidably contained within the chamber. During navigation of the catheter, when the inner shaft is tensioned the abutment engages the shelf to apply a compressive force to the sheath to selectively deflect a distal region of the catheter. When the catheter has been navigated to the deployment site the sheath is withdrawn while the abutment maintains the medical device in place as it is deployed. A delivery method also is disclosed.</p> <endline> ","Medtronic Vascular, Inc.",None,08926588,Steerable delivery catheter,2011,2015
109,Medtronic,"The present invention advantageously provides a method and system for cryogenically ablating large areas of tissue within the left atrium. In an exemplary embodiment a cryotherapy device includes a catheter body, a proximal end and a distal end; a first lumen; a second lumen; and an ablation element expandable from a first diameter to a second diameter, the ablation element having a surface portion that conforms to the uneven surface topography of the cardiac tissue. The ablation element can include one or more deformable balloon and/or flexible elements. The surface of the balloon can further be shaped by regulation of pressure within the one or more balloons. In an exemplary method, a tissue ablation device is provided and tissue in the left atrium is ablated with the device, whereby the ablation is created by freezing tissue.</p> <endline> ",Medtronic CryoCath LP,None,08926602,Triple balloon catheter,2010,2015
110,Medtronic,"A novel occluder application and clip device for treatment of embolic stroke caused by atrial fibrillation uses multiple sutures in a non directional handle to affix the occlusion device to the applicator and manipulate the occluder from an open and receiving position to a closed and occluding position. The occluder is retained in place by a clamping means related to locks retainers, resilient material or otherwise. An actuator mechanism is used to manipulate the occluder to a locked or occluding position. The applicator with the occluder attached has a low profile and remote manipulations to allow the occluder to be delivered to the clamping location within a patient through a small incision or delivery port such as a trocar cannula or the like.</p> <endline> ","Medtronic, Inc.",None,08926635,Methods and devices for occlusion of an atrial appendage,2009,2015
111,Medtronic,"A device for placing sutures through thick and/or moving tissue such as the wall of a beating heart. The device includes a tissue welting tip having a trough for forming a welt in a tissue section, an alignment guide having an opening receiving a guide wire and pivotally mounted in the distal end adjacent to the trough, and an elongated sleeve slidably engagable with the guide wire. The device also includes one or more expandable tissue engaging member(s) on the sleeve expandable from a collapsed configuration having a diameter small enough to pass through the opening in the tip to an expanded configuration having a diameter large enough to engage a tissue section and urge it into the trough to form a welt in the tissue section and a retractable needle extendable through at least two portions of a tissue section while the tissue section is engaged with the trough.</p> <endline> ","LSI Solutions, Inc.",None,08926640,"Method and apparatus for closing an opening in thick, moving tissue",2010,2015
112,Medtronic,"A polyaxial bone screw assembly includes a shank body having an upper head portion with a mating segment and a first partial spherical surface, a retainer structure being mateable with the mating segment of the upper head portion, the retainer structure having a second partial spherical surface such that when mated, the first and second partial spherical surfaces form a spherical ball member, a receiver defining an open channel and having a base with a seating surface partially defining a cavity with a shaped wall, the open channel communicating with the cavity, the cavity communicating with an exterior of the base through an opening sized and shaped to receive the shank upper head portion therethrough, and a bushing sized and shaped to fit within open channel and cavity and lock in recesses on interior of receiver.</p> <endline> ",None,None,08926670,Polyaxial bone screw assembly,2013,2015
113,Medtronic,"A heart valve prosthesis configured for deployment within a native heart valve. The heart valve prosthesis includes a tubular stent and a prosthetic valve component disposed within and secured to the stent. In addition, one or more elements are coupled to a distal end of the stent to position, anchor, and/or seal the prosthesis within the native heart valve. Each element transforms from a compressed configuration in which the elements distally extend from the distal end of the stent to a deployed configuration in which the elements proximally extend from the distal end of the stent. Each element includes at least one U-shaped or V-shaped support arm that bends radially outward and then towards an outer surface of the stent such that it translates more than ninety degrees from the compressed configuration. Each element may include an outer support arm and an inner support arm.</p> <endline> ","Medtronic, Inc.",None,08926690,Heart valve prosthesis,2013,2015
114,Medtronic,"A delivery device for percutaneously deploying a stented prosthetic heart valve, including a delivery sheath, an inner shaft, and a spindle. The inner shaft is slidably disposed within a lumen of the delivery sheath. The spindle is attached to the shaft and includes a hub defining at least one longitudinal slot sized to slidably receive a post of the stented valve. An outer surface of the hub forms a curved proximal segment. The device provides a loaded state in which the delivery sheath retains the stented valve over the inner shaft and coupled to the spindle via the slot. In a deployed state, the distal end of the delivery sheath is withdrawn from the prosthesis to permit the stented valve to release from the slot, sliding along the curved outer surface of the hub.</p> <endline> ","Medtronic, Inc.",None,08926692,Transcatheter prosthetic heart valve delivery device with partial deployment and release features and methods,2010,2015
115,Medtronic,"Valve delivery catheter assemblies including components that limit trauma to the expanded prosthetic valve and body channels as the distal tip of the catheter is withdrawn through the expanded valve and thereafter from the body. Catheter assemblies according to the present invention can include a handle assembly, an introducer sheath, and a distal tip assembly. The handle assembly can include a fixed main handle and two or more rotating handles that allow a user to control the distal tip assembly of the catheter. A safety button can be included on the handle assembly to allow for precise and consistent positioning of the prosthetic valve in the body. A valve retaining mechanism can be included to assist in retaining the prosthetic valve prior to deployment.</p> <endline> ","Medtronic, Inc.",None,08926693,Heart valve delivery catheter with safety button,2011,2015
116,Medtronic,"A dual valve prosthesis having first and second prosthetic valve sections is disclosed. The first prosthetic valve section includes a stent structure with a first prosthetic valve secured therein and the second prosthetic valve section includes an annular frame with a second prosthetic valve secured therein. When the dual valve prosthesis is in an expanded configuration, the annular frame extends from the stent structure such that the first and second prosthetic valves are laterally offset from each other. In a method in accordance herewith, the first and second prosthetic valve sections include prosthetic aortic and mitral valves, respectively, and the dual heart valve prosthesis is configured to replace both the native aortic and mitral valves of the heart in a single transcatheter heart valve implantation procedure.</p> <endline> ",Medtronic Vascular Galway Limited,None,08926694,Dual valve prosthesis for transcatheter valve implantation,2012,2015
117,Medtronic,"An interbody spinal fusion implant made of a material other than bone adapted for placement across an intervertebral space formed across the height of a disc space between two adjacent vertebral bodies. The implant has a leading end that is curved to form a portion of a circle from side to side, sides that are at least in part straight, and a trailing end with a bone screw receiving hole for receiving at least one bone screw to engage the vertebral bodies.</p> <endline> ","Warsaw Orthopedic, Inc.",None,08926703,Spinal fusion implant with bone screws and a bone screw lock,2011,2015
118,Medtronic,"A method of loading a composition into a structural element of a stent, where the structural element is defined by a lumen and at least one opening to access the lumen. The composition may include a therapeutic agent. In some embodiments, the composition has characteristics such that at a temperature of 20&#xb0; C. to 30&#xb0; C. and a pressure of one atmosphere, the viscosity of the composition is about 10 cP or greater than 10 cP.</p> <endline> ",Abbott Cardiovascular Systems Inc.,None,08927047,Methods of drug loading a hollow stent with a high viscosity formulation,2011,2015
119,Medtronic,"A catheter assembly for use in an anatomy can include an elongated body, which can have a proximal end and a distal end. The body can also define a lumen from the proximal end to the distal end. The assembly can include at least one electrode, which can be coupled to the distal end to sense an electrical activity within the anatomy. The assembly can include a core wire, which can be received within the lumen from the proximal end to the distal end. The core wire can be configured to move the distal end from a first configuration to a second configuration. The assembly can also include a necked portion, which can be formed between the proximal end and the distal end to provide increased stiffness to the distal end of the body.</p> <endline> ",Medtronic Ablation Frontiers LLC,None,08929969,Catheter assembly and associated method,2009,2015
120,Medtronic,"An apparatus for generating focused currents in biological tissue is provided. The apparatus comprises an electric source capable of generating an electric field across a region of tissue and means for altering the permittivity of the tissue relative to the electric field, whereby a displacement current is generated. The means for altering the permittivity may be a chemical source, optical source, mechanical source, thermal source, or electromagnetic source.</p> <endline> ","Highland Instruments, Inc.",None,08929979,Apparatus and method for stimulation of biological tissue,2007,2015
121,Medtronic,"Generally, the disclosure is directed one or more methods or systems of cardiac pacing employing a plurality of left ventricular electrodes. Pacing using a first one of the left ventricular electrodes and measuring activation times at other ones of the left and right ventricular electrodes. Pacing using a second one of the ventricular electrodes and measuring activation times at other ones of the left ventricular electrodes. Employing weighted sums of the measured activation times to measure a fusion index and select one of the left ventricular electrodes for delivery of subsequent pacing pulses based on comparing fusion indices during pacing from different LV electrodes. One or more embodiments use the same fusion index to select an optimal A-V delay by comparing fusion indices during pacing with different A-V delays at resting atrial rates as well as rates above the resting rate.</p> <endline> ","Medtronic, Inc.",None,08929984,Criteria for optimal electrical resynchronization during fusion pacing,2013,2015
122,Medtronic,A medical lead includes a plurality of electrodes on an annular distal end portion of the lead. The electrodes may be arranged along a circle concentric with the center of a void defined by the annular portion. The annular medical lead design is well suited for application of electrical signal therapy to the suborbital nerve at its point of exit from the inferior orbital foramen in the skull.</p> <endline> ,"Medtronic, Inc.",None,08929993,Electrode arrangements for suborbital foramen medical lead,2010,2015
123,Medtronic,"An implantable medical device may include a telemetry module, a sensing module, a therapy delivery module, and a processor. The processor may be configured to detect a patient event based on data generated by the sensing module, operate the IMD in a first mode in which the telemetry module is disabled and the therapy delivery module is at least partially disabled when the patient event is not detected, and operate the IMD in a second mode in which the telemetry module is enabled and the therapy delivery module is at least partially disabled when the patient event is detected. In some examples, the processor is configured to, in the second mode, generate a notification of the cardiac arrhythmia and transmit the notification to an external device via the telemetry module. The external device may reside inside an MRI room or outside the MRI room, and may communicate with other devices.</p> <endline> ","Medtronic, Inc.",None,08929995,Implantable medical device telemetry in disruptive energy field,2010,2015
124,Medtronic,None,None,None,None,None,None,None
